Algorithm: Kruskal's MST
671 3433 420
13192 31957 422
99820 14416 428
80147 55786 438
45747 5682 439
97595 48160 443
29914 95879 446
59477 33927 448
16244 57533 448
78944 23335 453
83209 9117 456
28291 66222 459
14915 17532 459
17734 22952 464
84974 12478 468
7132 2944 470
77877 65426 471
57258 40537 472
28832 21628 476
30565 86582 479
31794 31181 480
11949 23516 484
86612 64579 486
74344 84804 488
95219 92155 489
5404 49326 490
7854 58648 490
29095 45563 491
40031 48314 493
13573 22694 494
68915 20258 498
79312 15151 503
25766 50791 516
86741 35360 518
61862 58180 521
95375 44083 524
73703 33407 528
55466 62626 529
66920 96218 533
33843 99041 534
8665 5147 535
32679 10841 538
84155 10024 540
23174 17942 540
5909 24033 542
26084 21286 545
42263 88936 546
65865 62082 547
10528 4747 561
8267 34798 562
89230 64655 566
48004 26856 566
25892 30517 567
30642 31585 568
94308 90410 579
39863 38761 580
14421 35568 588
13628 18771 589
246 13 595
22336 91694 598
83164 25132 599
548 33599 602
61259 53957 602
25345 16496 603
1969 89298 604
51470 49382 606
23121 85155 609
59287 676 611
31777 61989 611
32430 41798 612
81077 18707 613
32224 75623 615
42447 71217 616
70489 9498 622
33125 427 625
27006 11274 630
9645 8906 632
20681 71722 633
66906 90045 634
5061 21733 635
55822 13891 638
27218 36340 639
12714 50102 644
63255 68223 650
35411 42168 654
61627 22828 657
22574 82723 660
95491 44276 663
13185 89836 666
46269 23819 668
3015 7338 668
99633 68783 669
99124 76034 669
4454 66736 676
12341 12490 683
3576 65644 686
13388 70844 686
38805 67127 688
81379 62649 689
48482 11492 690
52455 52652 691
2922 88724 692
51080 91257 693
72718 82115 696
40722 43764 699
2273 36390 699
38435 44298 702
38328 94570 708
19081 97992 713
39219 32218 718
2716 41991 720
33530 38503 720
14659 79457 724
85736 22945 728
48176 819 737
6395 49607 737
19639 56006 745
42246 10130 745
85571 97400 747
22111 64841 748
59975 18283 749
19650 39417 750
69301 29907 764
10917 59747 768
82270 60956 772
54734 58218 775
14038 53110 785
37294 21399 787
43200 40136 789
28656 41077 799
7347 19269 802
17974 71694 804
17789 17130 806
5642 4429 810
3775 2409 810
57733 58713 812
70085 4806 814
44036 94213 815
95778 83820 817
91666 78119 827
21605 41303 829
58467 47019 830
87300 38345 831
13822 16387 832
85027 93923 845
95912 43745 845
31831 37552 856
39535 5310 858
89157 60344 859
12540 31590 861
36335 99511 862
57031 6258 862
51104 75096 872
70675 14180 873
37352 4304 874
9736 57207 876
64658 44934 887
4651 40799 897
25358 74500 903
11431 11469 905
59541 6614 905
72108 94944 906
82256 94365 906
19540 14262 912
9277 60228 913
96808 71734 915
14921 21955 919
4960 14168 922
72763 59104 923
28893 26778 923
939 3918 927
16517 18079 932
23555 25500 939
99134 20489 940
74943 36546 945
40235 32799 949
55643 40600 954
79304 1457 955
55955 80433 959
83235 47488 964
39273 24152 966
83262 85664 967
75992 65643 968
46144 87783 968
66758 50254 974
88712 55323 976
31497 13963 976
8291 62424 978
16348 39733 979
30516 71239 983
28997 96194 990
48968 99003 991
40880 38007 991
89776 871 1001
8285 29200 1004
91063 52615 1007
54492 4785 1012
22473 10531 1014
43240 88806 1016
76958 84326 1016
59938 26783 1021
40411 2354 1026
63445 44678 1030
90682 89346 1035
10431 58691 1040
20213 35923 1040
66075 55701 1049
96331 50375 1065
2150 67357 1067
74511 4371 1070
70361 97439 1070
42506 6432 1071
24507 43210 1071
67345 11541 1079
5187 10680 1082
98157 2441 1093
35089 8265 1095
7509 56503 1095
94739 67417 1099
22417 77660 1101
68460 33189 1103
93261 96387 1106
18328 68210 1107
95713 39922 1108
14527 54392 1111
61047 38441 1112
71858 99331 1113
11111 97736 1114
38935 24080 1117
24027 42011 1117
35390 25563 1119
34478 68305 1121
3434 47686 1122
5729 7693 1125
57428 96685 1127
85806 64395 1131
38984 62713 1136
72271 47258 1141
8764 1289 1152
44573 78492 1152
42369 78794 1152
35713 66658 1154
4309 25432 1157
97068 81576 1161
80137 15105 1163
62285 29082 1166
9887 17361 1166
38383 54476 1168
62921 75707 1169
62670 4336 1170
29200 41617 1172
43437 40788 1175
78585 94793 1176
20725 57357 1179
96740 37450 1180
19768 23701 1183
22284 97664 1184
54538 32191 1186
32042 80520 1192
13434 3366 1195
52693 58140 1196
39137 97443 1200
38649 8699 1205
95170 13636 1207
60393 41809 1207
21538 27145 1207
19219 32306 1208
36656 5147 1209
37052 43835 1211
15209 53497 1213
88243 45316 1215
68673 78097 1223
35044 65014 1228
25468 4987 1230
94290 90773 1234
81510 85479 1236
28374 25524 1236
87383 50829 1236
12922 19651 1237
72873 15857 1245
53874 34994 1247
64752 44931 1256
9687 13249 1257
86167 54128 1257
56533 40998 1262
52878 5052 1263
26922 6511 1268
5836 2479 1277
23698 62346 1278
74634 10624 1282
59697 38422 1284
6408 92963 1291
59635 20513 1291
13086 80832 1293
4897 82455 1299
44525 35410 1299
25041 42345 1310
65595 16747 1319
62621 8565 1322
21348 12411 1323
5234 22476 1324
51735 10525 1329
85470 49710 1329
80130 74103 1330
90055 68360 1333
16803 41573 1335
23418 29132 1338
48529 75901 1343
32020 27703 1346
46874 17177 1358
21441 16687 1362
5826 48558 1364
64783 51756 1365
58848 94364 1369
563 33671 1372
56402 28357 1372
36341 20453 1374
66010 70832 1374
33193 46908 1376
53604 72358 1377
14822 13685 1380
63666 59113 1380
89953 92026 1384
96165 78273 1387
92183 81062 1391
22029 38853 1391
46620 12800 1394
9344 10273 1395
99844 9113 1401
63575 30178 1412
52459 85280 1417
76856 8786 1419
35927 16612 1420
74931 38208 1421
3504 1183 1422
98922 73949 1423
7091 26775 1424
15030 95787 1425
40414 65277 1429
58568 917 1433
98491 81540 1435
42571 70999 1437
18555 21912 1438
88263 61850 1448
15136 65594 1448
12457 61829 1452
13094 31465 1453
84020 7620 1458
58957 2322 1458
98931 26365 1461
36487 75667 1462
53713 21758 1462
29986 82741 1464
91099 6740 1467
43895 44127 1472
54558 46122 1475
58914 52413 1476
91796 87079 1487
14833 45600 1488
10070 47377 1492
58389 99066 1493
93551 78317 1493
22465 7400 1495
1239 2272 1500
69835 26695 1503
19789 10221 1507
36317 75080 1508
14287 5166 1512
94184 57387 1513
3091 1535 1515
13958 59063 1517
8725 12197 1518
21722 86926 1522
64260 21254 1524
80708 66745 1528
2253 39986 1529
93270 59056 1533
13045 77191 1534
38719 52575 1535
36501 87717 1539
71491 26369 1542
4495 99331 1544
47618 4643 1544
68367 42044 1554
25716 3898 1555
55167 22359 1564
56778 12475 1569
39676 49649 1576
89469 48971 1580
95477 98399 1587
51293 68965 1598
70208 90504 1602
15611 51494 1605
42519 59732 1610
7505 63289 1614
66150 65941 1621
99141 40617 1622
54134 78121 1623
60379 29288 1626
63068 23907 1626
51324 23440 1634
65437 22909 1640
81307 53637 1647
84376 53158 1648
8077 51475 1651
95939 31364 1653
20370 40322 1656
405 818 1659
94582 43295 1659
45577 19258 1665
95839 26156 1672
23027 52410 1674
79543 26152 1675
34283 23122 1675
57347 87093 1677
71049 12671 1682
36423 37567 1683
34347 39461 1687
43517 55596 1689
346 18596 1691
2982 16062 1691
50105 40809 1691
56944 1081 1697
47892 44863 1699
31645 60968 1700
28896 75485 1703
20152 27286 1703
97768 57962 1704
16365 36543 1706
43794 26161 1712
61618 54299 1713
51662 57719 1715
58732 42092 1717
41486 32461 1720
25457 94465 1730
32186 9212 1731
79392 44397 1732
28663 12509 1734
83038 80388 1734
76713 43294 1737
59305 58555 1737
53248 36034 1740
13123 53596 1740
30108 7990 1740
80189 42031 1741
21844 54396 1743
75393 26354 1745
26002 57024 1751
57764 9319 1752
51216 26260 1753
27950 5238 1755
21584 52178 1758
98501 46653 1762
7833 17298 1770
43910 57707 1771
53896 21048 1772
55848 94137 1773
7645 25386 1777
10255 31679 1779
38129 12477 1782
19814 97864 1782
5936 78765 1785
94962 16551 1798
27173 6024 1798
82536 83448 1800
25418 87791 1802
61134 93808 1803
22214 43221 1818
13393 19157 1818
93875 19421 1819
56814 43260 1828
57397 99946 1837
76059 31268 1840
11015 52875 1842
89120 98508 1845
55871 33392 1849
79428 38275 1858
28782 62176 1859
85222 3438 1863
54508 97930 1864
95943 5232 1871
4985 14132 1875
89767 91811 1878
79512 53103 1884
2866 10483 1889
33101 10370 1890
14072 84369 1895
39478 78439 1900
87197 14545 1905
77202 87509 1909
12152 22053 1917
27186 29675 1919
23541 79914 1934
26778 88248 1936
44499 40480 1937
93623 58748 1937
13731 77711 1940
17360 70363 1948
96692 14180 1952
41624 20225 1953
82431 36967 1956
44999 94481 1965
79707 78332 1967
15968 8234 1968
98700 18645 1974
23555 61908 1975
85506 27827 1975
28223 59263 1980
84117 66482 1986
51118 76095 1989
51154 30908 1990
39358 57000 1996
94925 20135 2001
24679 58201 2004
57810 24923 2007
86822 57105 2008
72865 11160 2008
98767 79445 2013
7486 4265 2017
67599 81221 2021
17799 32773 2022
81852 17328 2024
65257 72506 2025
2171 59428 2030
72424 23899 2032
49271 12521 2032
29676 22289 2035
69339 82283 2041
29466 59700 2051
57980 75470 2054
34077 90398 2064
45269 70195 2065
60521 59221 2069
58796 6826 2077
46158 94191 2085
40126 53764 2087
36704 52035 2088
77110 3011 2091
66412 3794 2094
79721 40746 2095
22993 13630 2096
17502 3443 2097
25440 85799 2098
45555 29014 2098
59288 88255 2105
1642 16930 2109
3905 24563 2113
96259 87961 2117
44836 34662 2117
34650 7674 2119
10058 47669 2122
77653 20379 2131
35022 50339 2134
80834 11651 2134
97920 84245 2134
90395 71996 2148
79876 3572 2150
58833 68837 2151
11712 83142 2157
71158 8095 2157
2983 42854 2160
55602 9195 2161
14196 69530 2162
69872 24739 2169
37304 15541 2171
10212 42196 2172
53820 55187 2176
1385 52795 2177
25642 12428 2178
34839 71662 2178
23135 21353 2182
3991 13452 2191
11170 93212 2191
31651 78775 2198
46574 92365 2204
90558 94752 2205
45242 1813 2205
73174 42036 2207
17926 57107 2207
82179 24804 2215
92942 18476 2222
9764 29564 2222
9100 17550 2228
71934 53262 2229
2942 9922 2231
4125 27307 2231
98527 76243 2242
56984 87985 2247
94499 89028 2248
38906 72691 2254
15834 20168 2256
12180 15276 2257
95823 49627 2257
1884 22674 2261
83973 14081 2263
53146 70409 2264
3995 20151 2283
26716 13820 2289
34390 1488 2292
97833 80131 2300
94469 51971 2300
89797 37213 2301
80942 18010 2303
24830 13664 2304
69914 29601 2312
61940 34071 2312
15273 18443 2314
9203 33370 2318
6381 6946 2323
77774 51906 2324
36938 88467 2334
79702 21896 2346
76374 80254 2348
71320 59984 2350
460 122 2352
3513 1035 2354
79564 66449 2358
11013 28720 2362
64804 72948 2362
77706 9795 2364
28904 53716 2365
30060 34917 2369
42509 30305 2370
43698 16259 2371
74703 68837 2373
35519 92697 2373
65330 92902 2377
84228 72254 2379
47983 12152 2380
39964 48125 2382
33204 1403 2383
18999 75602 2386
32074 54523 2394
55334 54002 2398
96212 35262 2402
37320 45404 2404
63135 19030 2405
63900 64666 2406
44485 8495 2407
78282 92162 2410
31611 78277 2418
86581 49145 2424
44086 42151 2425
66206 77386 2430
59590 53332 2438
56841 49143 2439
4472 13620 2446
33140 36334 2454
90282 77248 2456
74632 98306 2457
89822 30842 2463
89435 96187 2467
8130 14534 2472
41404 78406 2472
34968 41666 2474
43067 6678 2487
77858 32576 2491
34600 81129 2492
68780 72179 2498
79892 23565 2498
10288 89340 2505
42634 36550 2506
7967 75687 2508
24638 64819 2508
34688 67725 2510
79911 70638 2514
63504 83687 2518
37459 54243 2520
84670 93968 2525
47350 34878 2533
93583 66603 2533
59920 76679 2535
21198 72972 2540
28897 91892 2542
15622 3531 2543
2564 76022 2544
44388 59846 2544
6500 44817 2549
4201 23023 2550
76634 29223 2552
30032 7051 2552
52205 29689 2554
36872 38775 2554
43707 97457 2560
64614 75343 2563
83723 89575 2573
58370 72173 2583
76816 58709 2586
10692 27466 2587
5735 45493 2591
80363 48940 2594
84419 63718 2605
63357 60272 2605
34249 20962 2607
44462 15786 2608
23855 2902 2610
22359 26651 2611
88390 97552 2616
46358 41590 2617
49386 1272 2620
46662 51860 2621
8359 3408 2630
81249 14000 2630
59771 4256 2632
43478 61205 2638
29603 20197 2647
31610 71938 2655
30459 91843 2661
41928 43847 2662
99354 53493 2665
96345 32690 2666
64321 79126 2666
86776 36108 2666
58398 38714 2671
51114 82130 2678
37102 31407 2680
6419 93430 2689
56316 59182 2691
35995 5377 2696
55753 92978 2698
37904 3340 2700
14942 20563 2704
60371 29238 2705
8611 15146 2708
90315 10030 2709
53095 70944 2711
37521 80288 2712
13738 8364 2712
1240 41088 2712
3569 89538 2716
74658 19197 2718
57663 91543 2722
11971 67427 2725
96015 77071 2727
21779 16141 2733
92792 27645 2735
73538 36593 2740
88651 93480 2743
53394 51019 2745
61853 8165 2749
14350 81478 2750
52472 30989 2752
21216 70004 2753
56271 41248 2760
9589 88391 2767
55261 46129 2770
42824 83734 2771
24468 57054 2772
66669 92385 2775
46362 38465 2778
77399 33469 2779
49777 83932 2782
73957 66221 2792
3380 15981 2793
44904 43763 2795
53856 93933 2798
8884 49248 2799
16333 73703 2799
85715 51398 2800
16831 57709 2803
29249 44092 2817
24263 44446 2821
9759 5753 2822
21100 66140 2822
3687 3050 2826
69297 78086 2827
62960 27628 2828
18290 52228 2832
42876 60393 2833
57061 31672 2835
58148 38738 2840
71008 90335 2844
89857 98355 2846
78976 89291 2865
99686 33209 2866
28668 74350 2869
3422 5951 2881
63999 75315 2885
16167 6730 2886
44440 79183 2887
39876 47025 2894
89356 47875 2894
25554 4296 2895
13003 16924 2896
10482 33861 2903
69470 17597 2904
32051 48026 2906
59316 39299 2911
1444 933 2914
40187 13031 2917
7706 92603 2918
52064 61743 2919
89173 17964 2921
18910 74938 2931
46233 55624 2936
86931 37076 2937
1281 66558 2937
18426 86185 2940
57673 9206 2945
57017 85363 2946
7945 4249 2946
46031 22662 2952
32599 37776 2953
10402 53031 2958
12650 48838 2971
23149 76256 2972
66519 53785 2973
92149 77456 2974
16790 1085 2983
3072 88999 2989
219 48762 2996
1778 6915 3001
12768 69804 3003
97199 8829 3005
6838 71743 3007
69983 40447 3009
71133 53697 3013
5039 75239 3014
13109 56610 3018
17944 80386 3029
46671 30579 3030
89435 46272 3031
97215 84093 3032
13954 50385 3032
21948 77455 3035
7326 92826 3045
27140 22342 3046
12062 17760 3050
65831 61 3050
85523 17937 3050
79040 42977 3054
39243 8044 3058
30983 21404 3059
53134 92304 3061
22723 6644 3062
13760 90294 3065
38847 54785 3066
50866 76125 3066
53102 64926 3067
13603 79268 3071
63386 66442 3080
58530 48878 3080
74426 90379 3091
56001 37609 3093
8208 9628 3095
41970 26798 3106
93414 31030 3110
58798 91780 3113
69802 57625 3124
15973 93663 3130
57586 64550 3131
23271 3128 3134
33949 69465 3136
4976 41830 3137
91113 73743 3141
33517 81179 3142
5035 1869 3145
51712 33173 3150
14572 97854 3153
79598 37238 3159
89396 97735 3168
8208 17253 3177
5990 26254 3182
19524 95997 3183
70605 35603 3187
38893 16242 3199
2211 10432 3201
6538 73008 3205
44620 40029 3208
92896 11577 3209
978 28099 3212
74896 66790 3212
512 3322 3215
1263 2661 3218
63608 35918 3218
5968 34384 3221
42279 42032 3222
5180 12995 3222
20396 29637 3223
70553 68675 3225
8780 11630 3225
50204 32616 3227
36525 33778 3228
83783 8211 3232
17211 30312 3232
78462 67732 3234
48294 73693 3234
9314 5353 3235
11331 36217 3236
32487 2140 3238
10669 43706 3239
43158 70430 3239
74575 75638 3254
22688 43990 3257
66272 93775 3264
80691 78872 3266
82223 95891 3274
5639 14208 3277
56476 32521 3279
15921 26993 3282
59754 7680 3285
89891 21883 3285
68475 33572 3287
78536 4416 3290
90073 37346 3292
33320 76104 3292
96949 19947 3298
17335 69721 3306
83261 18194 3307
54065 25725 3307
55097 1771 3310
89539 93963 3317
50898 57602 3320
59742 8412 3322
7070 49727 3325
33481 34935 3325
50468 28255 3327
44914 13922 3329
96082 38109 3332
35610 59873 3332
56673 80738 3334
13282 8228 3337
7731 13113 3339
31986 99636 3343
7039 88827 3350
63023 89292 3352
82321 35983 3357
59087 78108 3362
96774 86565 3363
23250 53711 3364
9591 51395 3367
35981 20832 3373
56599 20765 3378
11720 16554 3381
411 73680 3381
10290 58332 3383
55170 75022 3386
32136 2106 3390
88941 16291 3391
6852 11249 3397
31404 48991 3398
29968 80321 3404
74131 9507 3409
41292 83624 3413
24998 67433 3414
9625 21963 3421
52033 25124 3425
13537 26081 3436
4820 3780 3441
97543 47582 3442
41256 89194 3449
46673 25090 3455
38841 58410 3468
49963 21165 3470
25785 98177 3474
26928 54596 3480
28380 55105 3482
4664 795 3485
76318 7846 3487
73632 5600 3493
43833 70014 3501
7829 29384 3505
19428 87383 3507
85575 74701 3509
6229 2780 3511
87947 99535 3514
23639 22003 3518
86073 29337 3521
75370 31198 3524
4635 49346 3525
32639 12865 3525
8248 1167 3528
48590 44722 3536
16875 18048 3545
87148 82709 3552
52137 51108 3554
10070 49306 3554
55281 72121 3556
80836 15009 3560
96036 72949 3562
68398 14525 3562
12166 10303 3564
21432 71376 3565
34157 8766 3566
81177 45124 3567
34878 34569 3574
48373 3485 3579
51798 43755 3579
29629 91291 3581
1780 97491 3584
10853 58620 3584
21630 75757 3586
26001 69428 3595
4344 76639 3597
20480 83931 3604
82631 39054 3604
90776 25254 3606
78609 56402 3614
51814 23445 3622
51735 53318 3622
28938 30101 3622
69251 41755 3624
3494 24740 3628
88898 16696 3633
36102 67242 3635
84825 52829 3641
31359 17126 3645
3452 72819 3645
65165 33912 3646
53299 77914 3650
14215 99940 3651
41525 56492 3655
25903 72293 3657
12908 82660 3659
91464 80387 3670
32081 71270 3676
85784 82269 3677
68335 28369 3683
48472 48648 3685
10030 15962 3688
27814 18086 3688
76942 76022 3689
84945 52393 3690
14671 45094 3692
69874 45088 3698
9494 1511 3711
88454 47159 3712
60616 89546 3717
98547 88575 3719
92960 51600 3720
18499 34551 3724
79597 79783 3727
99873 99870 3728
68784 80680 3729
7969 71483 3730
43434 45813 3731
88706 22919 3733
73755 62842 3736
70210 87620 3738
99366 30166 3742
72813 99355 3742
37442 37283 3749
80973 93873 3758
7006 21060 3761
69074 2919 3763
84018 16979 3768
39889 92830 3769
1307 57245 3770
1139 98164 3771
4811 8561 3776
9265 33562 3782
37931 11400 3795
45669 62707 3796
41298 42505 3797
15874 7688 3799
27061 13585 3803
58031 80348 3807
56606 55811 3808
4895 72031 3811
4278 75375 3812
30589 29964 3819
36688 61118 3820
61802 62329 3821
76131 859 3822
46440 41852 3830
9610 34619 3834
12094 84998 3841
99841 1660 3844
25901 47796 3847
29136 5392 3848
31154 45618 3849
38710 62892 3851
67784 23659 3859
23349 9100 3859
86169 78369 3865
35107 72521 3868
39152 55745 3868
20023 31944 3869
99341 26180 3870
66328 54632 3873
64996 49195 3875
96475 17719 3876
47734 76239 3879
23089 3119 3881
607 613 3884
68051 21304 3887
12246 11669 3890
45832 14056 3892
86353 82329 3898
92925 13664 3899
60830 24031 3901
98762 65532 3903
61715 11524 3904
30566 44394 3909
18337 1284 3909
35623 34487 3910
79547 79867 3911
31389 20951 3912
47541 8969 3913
73554 48025 3922
68443 77094 3922
39320 50809 3923
20810 30637 3929
62408 31802 3932
84312 48762 3935
56297 10893 3935
43565 4160 3936
27220 95334 3938
91349 6604 3942
40451 29388 3949
44836 16793 3951
36817 52923 3953
9906 6048 3958
49583 868 3965
44369 79127 3969
28804 91474 3972
7214 13486 3973
23958 92431 3975
53063 68048 3976
98494 13699 3978
40955 22487 3981
7384 83133 3985
25450 49975 3988
98876 44565 3990
79105 63450 3998
8292 65151 4005
10327 1146 4006
92900 74790 4006
35003 83518 4016
38030 8098 4020
68065 41389 4021
8844 82964 4026
727 688 4034
86986 91572 4035
68332 23313 4039
74861 14048 4046
55614 45111 4057
17102 83354 4061
25746 4169 4062
10638 2878 4068
11476 25694 4071
16061 41633 4077
18261 39469 4081
81105 56503 4086
33179 83315 4088
52154 24208 4089
76435 46641 4089
28816 44810 4093
91775 52965 4097
24038 38260 4100
27729 59493 4103
56694 26477 4108
93463 69708 4109
3270 22805 4115
90002 51137 4121
1956 10424 4128
27056 24929 4134
75203 48913 4138
30295 2569 4140
38269 6002 4140
93685 66362 4149
67112 93669 4152
1245 28041 4158
8958 2673 4169
28351 89179 4169
33352 85556 4175
58775 14339 4176
30337 85918 4177
60386 30195 4177
69774 61020 4178
17915 97899 4178
1066 35472 4180
8277 73112 4182
6741 51736 4189
32495 66182 4191
48558 2948 4204
87660 8918 4216
95243 34041 4216
39509 61125 4222
19238 27920 4230
6984 89891 4236
99938 84231 4237
67695 79392 4238
36567 75140 4241
16632 45446 4251
24193 30767 4257
25033 72693 4258
55753 73558 4259
75930 66479 4260
26324 17629 4265
2601 39435 4267
23942 11565 4269
1417 25641 4269
47337 10103 4273
45965 75497 4276
8853 25749 4277
36037 16926 4279
49313 10436 4281
22317 63209 4283
1361 62828 4285
71317 5049 4292
16341 14356 4296
35214 42255 4305
73442 34401 4305
3955 76301 4309
31367 83508 4311
18779 37328 4315
57703 68495 4316
91942 20223 4317
8359 47682 4317
69944 7715 4318
22592 25001 4320
32673 42145 4321
35149 6145 4324
531 12929 4325
82653 55449 4328
26706 12471 4329
14498 73835 4332
29011 38029 4336
2530 34346 4340
96679 67222 4344
43145 17136 4344
19726 94108 4346
30404 30045 4352
72783 53341 4362
5216 4060 4362
29652 50825 4364
92172 54788 4369
25755 87813 4374
48500 13972 4376
82660 32263 4380
8318 13464 4381
15918 14226 4383
45442 90915 4388
81987 49522 4393
36439 44038 4395
41316 97733 4402
29949 29961 4402
42002 73632 4410
85302 51268 4413
3259 3869 4413
78740 37471 4414
1318 58596 4414
38555 32833 4417
47622 44697 4420
19647 88989 4424
35698 52836 4426
43985 69805 4427
19802 31163 4438
23707 75300 4441
61238 2714 4445
129 65510 4447
74212 87205 4447
21015 2656 4448
61844 94429 4449
59052 19768 4453
50910 14908 4455
8728 98754 4456
45923 59008 4459
32979 48241 4467
53894 53942 4468
64232 39352 4484
65362 38927 4490
86834 15694 4491
4633 51911 4496
52648 3876 4497
27230 26683 4500
52424 34740 4503
62443 76608 4505
81357 18689 4507
43406 87013 4511
88623 21020 4519
33256 41653 4528
1830 87355 4531
25802 68805 4531
21306 18674 4534
1062 32700 4535
23856 11403 4535
16380 48925 4545
11784 141 4546
51051 61949 4561
89363 17674 4570
24597 12345 4572
74448 70002 4576
21076 92367 4587
83075 93264 4595
88155 10561 4596
71096 42306 4596
14315 2692 4610
36432 3168 4614
31715 17364 4616
10938 51930 4618
79651 7141 4619
23220 92917 4623
36579 43237 4627
99560 74137 4627
66634 54334 4631
95925 9992 4638
73375 13286 4639
56534 4463 4640
10493 23209 4653
83037 70263 4653
96905 82654 4654
75663 87244 4658
29684 33270 4664
94886 60158 4665
43851 98955 4666
34084 39166 4668
56519 30491 4669
49079 81573 4676
46667 4305 4683
33369 4870 4684
20534 46504 4686
51093 14279 4686
26707 26642 4705
38268 44634 4708
78653 93162 4710
3919 57711 4711
2151 162 4712
1023 64400 4714
51947 83031 4716
48595 15841 4718
19038 95783 4721
90374 79104 4723
51884 49441 4725
0 45625 4727
91307 34202 4731
4549 76965 4732
60262 31983 4735
19831 49581 4736
31540 55039 4741
48472 48122 4744
48430 20232 4753
81879 33385 4757
40421 4734 4759
57475 62291 4759
91794 33341 4768
76890 80121 4770
21963 48679 4771
24764 5289 4777
35349 68577 4783
15157 74217 4783
80280 19012 4785
35463 29121 4787
16427 11168 4795
57726 27472 4801
90314 62341 4803
73140 85714 4804
50908 12480 4808
18209 32529 4811
38837 59778 4811
17628 44882 4815
76443 94960 4816
17720 92883 4818
4083 21059 4819
47768 96616 4822
30593 53471 4829
2434 17414 4830
65181 88147 4832
41963 5118 4832
77428 56888 4833
76625 35835 4834
61709 92966 4835
73873 11564 4840
99334 692 4840
54154 79962 4847
57916 8795 4848
91096 65420 4853
6644 39938 4858
78868 10612 4865
95859 84320 4866
85308 6556 4868
7650 9715 4869
8922 42654 4883
35127 21707 4889
52837 35937 4890
3715 84302 4900
63579 35500 4900
15882 91236 4911
25074 65078 4913
22306 20568 4914
55092 91917 4917
12066 7979 4918
5262 43605 4918
88334 72994 4919
11296 25964 4921
54333 72342 4921
72823 51308 4924
84 72033 4926
14231 45317 4931
37439 31617 4936
6466 24665 4937
1995 32453 4939
51637 42409 4942
57572 15290 4945
203 882 4950
35317 70287 4952
10937 13932 4954
41157 76334 4958
27684 15383 4959
99319 86391 4960
25039 69927 4962
6 4 4965
19428 10361 4968
66542 33207 4969
44775 2297 4970
72938 76018 4979
89270 92258 4990
25864 91638 4991
51001 10947 4995
57517 59367 4998
52978 59642 4998
29004 9329 5006
74903 17268 5008
96814 68717 5008
77537 6471 5010
33733 81531 5011
40683 75002 5021
45844 15587 5021
18469 91921 5025
70036 78180 5026
81702 99472 5026
72604 99410 5029
26751 39900 5031
8749 72333 5039
71231 65744 5040
91671 73151 5048
75485 59859 5064
2537 67546 5066
23177 2537 5073
7325 9043 5080
57471 29550 5080
58494 43581 5083
10186 69966 5086
3177 98983 5089
40435 84694 5093
8726 92139 5098
63288 99726 5114
3067 49804 5117
6644 72115 5130
51787 66612 5141
6169 91064 5141
58470 4112 5143
5969 12119 5149
90870 32423 5155
24133 63278 5160
674 21298 5161
27385 11150 5161
55897 77407 5163
56154 37955 5163
47017 22416 5166
6041 71009 5169
80487 5718 5172
14340 60174 5173
3685 92088 5173
69763 65347 5178
80931 90681 5183
46353 45363 5183
31772 5819 5184
27384 18077 5187
43051 33012 5191
23372 31512 5210
23331 16707 5210
5638 2041 5210
74481 33080 5212
44805 14134 5218
19397 5136 5219
