Algorithm: Kruskal's MST
9559 1407 12507
5647 442 12531
386 5382 12538
1976 808 12548
794 788 12566
813 8346 12572
4206 992 12582
4533 5939 12586
4046 4045 12586
8250 5531 12609
5553 9361 12614
6629 934 12713
8983 2393 12732
3701 165 12793
434 2624 12861
416 5088 12939
546 1074 12976
3331 4284 13013
7302 8129 13021
8099 9579 13136
8829 1776 13136
1305 367 13151
5746 6972 13152
5361 3557 13182
5948 2242 13208
1206 7695 13274
7444 9003 13292
1724 3960 13332
5273 6102 13394
1610 1043 13401
3496 574 13525
4048 2709 13576
6574 4795 13595
8790 3293 13627
8075 5652 13651
2918 3919 13682
8775 9525 13705
1542 8089 13725
6532 7064 13747
6292 2541 13776
2159 499 13818
487 8987 13820
7376 8003 13852
6432 3015 13868
555 412 14011
7895 6714 14020
678 6280 14069
5462 5319 14093
5824 7434 14138
9078 5546 14142
4419 88 14174
284 2964 14244
8734 5926 14327
8741 7296 14404
7795 8354 14559
6168 1783 14571
5386 5434 14593
8328 4319 14743
2038 5341 14765
6304 9162 14768
1532 9205 14792
4075 2849 14793
3478 4175 14815
6272 2658 14825
68 1561 14855
4807 3238 14930
5231 6724 14969
9434 7619 14994
5698 2982 15013
1656 5427 15015
4712 5931 15044
7874 6580 15091
7960 1129 15114
575 4145 15131
3363 7382 15151
7823 8334 15160
888 6322 15199
4724 6582 15236
4586 4472 15245
5499 7843 15255
1230 1047 15298
1488 5199 15388
6783 674 15400
232 4861 15426
7434 60 15443
2840 7022 15457
509 1135 15468
7376 1000 15537
8883 736 15562
4631 5423 15621
6 909 15626
5830 7012 15691
9313 6337 15701
6043 1162 15751
378 380 15783
9278 3871 15847
5658 7484 15871
630 6585 15958
424 1801 15959
8878 7159 15987
5118 6990 16006
8498 4681 16017
597 6691 16063
9803 4438 16098
2035 448 16108
3128 117 16133
4876 9473 16139
1408 2712 16155
9066 7024 16203
5626 473 16380
245 8864 16389
8183 5528 16391
4367 6672 16392
5486 3831 16449
7385 7209 16459
6811 6280 16461
4337 4730 16465
1932 6369 16540
9784 2419 16552
5073 1618 16667
9950 7870 16667
7771 9869 16680
3329 4271 16713
450 153 16749
2419 6694 16756
1463 3030 16762
130 907 16896
9136 9085 16902
2285 4538 16939
1276 1656 16947
3539 5302 16981
7837 1102 16985
982 1784 16987
1567 1245 17050
1738 6692 17061
1736 7743 17074
7989 7904 17106
64 8323 17132
5804 666 17199
2872 9040 17238
7919 5793 17309
5579 7803 17317
4286 9632 17318
8073 5596 17366
9164 3158 17367
5402 3790 17387
5312 3419 17407
3618 5619 17434
8772 6866 17555
8987 2782 17611
9409 7886 17632
3555 2378 17661
9103 8336 17669
2364 4950 17707
9967 1467 17759
5642 4119 17825
5181 2012 17852
6664 6411 17963
4955 347 18011
5032 6426 18069
5069 2985 18169
2615 806 18244
1871 4012 18284
6605 5920 18288
1399 3107 18311
2246 9532 18330
390 5165 18406
13 2962 18484
4804 6500 18489
6270 5169 18497
1301 1283 18521
2144 1917 18594
8528 438 18629
7534 8847 18662
415 2914 18671
6539 3822 18686
725 1713 18698
93 46 18725
5374 868 18761
1644 5966 18872
1345 2597 18996
2004 8280 18996
7400 4878 19039
6039 2516 19071
3821 7967 19074
6458 4003 19229
2916 4629 19287
7554 8294 19294
3617 917 19332
8497 6893 19361
391 6691 19362
6410 183 19384
94 2636 19420
5949 2904 19427
6127 1471 19447
3020 2176 19464
5861 7626 19474
8417 3651 19508
7745 4538 19540
3630 3638 19599
6268 6505 19622
3311 83 19677
4711 3512 19707
8104 5782 19728
1129 1413 19797
7720 2801 19826
5535 3184 19874
3522 4574 19883
6631 785 19884
5305 5551 19912
184 9729 19939
3408 173 19993
3706 5115 20024
245 1199 20045
3946 4011 20055
8004 2714 20084
1998 3207 20104
1770 6187 20128
2514 3094 20149
2184 4782 20217
6158 178 20229
7990 1551 20275
3061 2231 20291
7135 1982 20316
7393 9383 20352
4429 5852 20361
626 1542 20385
3481 7049 20403
8037 733 20433
1630 4243 20472
1626 9073 20541
976 3613 20602
569 519 20622
5386 693 20676
7005 4392 20690
3454 7762 20693
2806 184 20743
1698 3745 20756
2097 5741 20759
6139 4472 20780
7003 9468 20819
834 9694 20862
2373 4226 20927
3778 4306 20928
3576 3348 20932
6138 1225 20942
3702 8027 20966
2067 9419 21040
2850 1277 21062
5239 8464 21070
5649 7477 21081
2086 737 21101
4441 9678 21134
165 4599 21146
2439 4873 21178
4616 9295 21195
7598 4732 21210
3830 668 21235
2460 1879 21249
4620 8235 21256
1708 1977 21363
14 274 21371
515 648 21412
9707 9270 21434
1936 7188 21456
1300 1225 21492
4055 6055 21551
8000 6872 21568
3218 8559 21589
3270 5465 21628
4604 8142 21631
2052 1350 21724
3252 184 21750
2706 3267 21787
495 4792 21809
298 6432 21823
9797 121 21824
6592 867 21843
1121 2129 21850
1623 581 21874
408 3752 21914
9320 3491 21915
7768 1290 21943
3979 5530 22030
4967 4326 22068
2432 1704 22088
3190 2956 22220
9549 3251 22252
776 729 22507
5932 8390 22510
92 402 22529
1315 6544 22553
3946 9366 22572
395 8423 22620
4643 2252 22630
206 235 22634
6183 5002 22655
2859 2672 22721
9662 988 22743
3902 6514 22813
2744 1139 22824
1311 2595 22864
3777 444 22872
9391 5726 22898
9331 7694 22901
6267 7727 22923
3457 7967 22980
5816 3480 23015
7480 9824 23150
1031 9802 23155
4464 7636 23159
5705 641 23176
366 7170 23251
2546 7632 23260
1048 9878 23279
1078 4291 23304
8180 3309 23324
1233 4966 23435
5527 8999 23520
2846 1366 23521
3126 8640 23565
8518 6533 23582
4188 7319 23594
6373 4517 23605
5438 2615 23655
4355 8483 23657
7109 8760 23666
6909 4381 23748
6860 8591 23756
5404 1058 23761
2347 4920 23765
1259 2758 23771
5083 2616 23902
4396 5678 23952
547 3717 23962
1838 4158 24003
2456 4907 24011
810 1695 24034
2106 7555 24074
5651 929 24165
6698 5394 24201
5767 6952 24206
5177 7386 24219
1555 3368 24229
5130 2965 24268
296 9089 24315
186 280 24333
6782 2161 24363
8046 2329 24411
5012 6386 24435
1019 1771 24480
6982 8583 24482
652 9292 24504
6240 767 24511
7151 1363 24536
8865 2724 24557
4990 3540 24564
2170 722 24611
4120 6353 24625
5723 9331 24630
9878 1904 24693
4193 8116 24734
4901 8859 24764
1350 3540 24770
69 179 24801
7812 9171 24810
7347 4406 24923
53 6760 25010
4703 6207 25011
1447 7843 25035
7842 1094 25045
2011 7581 25084
6311 2925 25195
593 1974 25227
1652 1376 25237
2555 9279 25237
9328 8680 25262
6545 3980 25291
9354 6970 25301
2116 403 25339
5855 1532 25450
1255 443 25593
5143 220 25662
5133 8530 25695
1355 5083 25725
2072 5794 25728
1096 4725 25737
2020 1922 25782
8463 5546 25812
3228 6846 25834
6304 7275 25875
876 9107 25978
842 4882 25984
9937 3104 26012
8379 2771 26066
646 1469 26102
7235 8436 26106
9025 3496 26159
8064 4158 26198
7843 28 26206
5191 1324 26216
1695 3201 26224
2270 2814 26225
5709 4827 26229
508 9696 26344
7836 3135 26372
4282 541 26389
5524 9351 26414
768 9619 26481
8200 2169 26482
64 1175 26631
8019 9051 26660
5723 7986 26685
4449 4944 26706
9765 1554 26706
5674 3979 26709
5210 361 26739
4722 5814 26757
1437 9102 26769
2412 8123 26773
926 3052 26861
1743 6792 26883
4293 4746 26911
6059 638 26928
2282 7040 26959
5067 9164 26988
6246 9762 27216
8381 1636 27252
203 9781 27321
7956 1969 27346
7795 3991 27394
1299 5759 27421
2889 5753 27449
4685 5016 27519
5528 5779 27563
8157 1862 27586
4241 467 27587
8959 1218 27604
4455 979 27614
9547 8698 27655
3197 8077 27658
5013 1493 27667
5022 3070 27748
4497 7449 27788
438 5760 27839
2393 9687 27873
6495 3734 27876
2017 8852 27885
2024 2623 27896
2042 377 27944
8790 4810 27960
1849 7598 27968
2633 3090 28036
756 5506 28066
8908 4824 28175
4763 2845 28181
2444 1898 28226
7587 3767 28234
2510 7012 28282
9415 7789 28288
1013 389 28288
5483 8772 28290
5747 5885 28291
1067 8157 28300
3544 3403 28313
87 64 28325
587 138 28393
9315 6303 28435
2519 2218 28437
7214 3509 28440
3308 8157 28444
8193 4566 28472
2211 4847 28490
5159 2067 28505
858 8984 28512
3396 4632 28593
9953 1056 28613
2436 7491 28620
7518 7184 28642
7264 4226 28652
2434 974 28686
1809 2227 28695
9721 3354 28805
4953 4262 28828
9188 6952 28853
3362 4181 28857
7250 4853 28861
2983 7516 29023
8459 812 29023
8782 833 29043
7632 4741 29098
5619 3540 29168
8412 2211 29183
2284 7542 29188
8553 426 29193
5255 7421 29282
4822 3236 29285
8709 7515 29292
613 835 29381
8280 9319 29382
9424 9147 29441
7840 6699 29480
577 8798 29515
7427 2552 29536
9421 1137 29552
7975 4898 29637
4659 1966 29656
8548 7296 29666
3299 7241 29695
3907 3297 29766
5978 7562 29850
5010 492 29914
9291 5593 29929
3920 7397 29948
3918 524 29980
9692 5584 29986
9860 533 30002
6850 3518 30048
4833 5779 30056
6379 6540 30082
7331 2103 30105
3452 3325 30111
7931 3129 30322
1778 9934 30336
5567 7573 30343
6967 2141 30351
3153 9797 30368
762 6613 30422
4622 1673 30429
1726 1846 30446
8890 1585 30463
3061 1901 30480
3292 3826 30508
369 7824 30509
8007 4721 30514
1582 6033 30549
321 8151 30590
8537 3517 30612
1572 1748 30652
8230 590 30678
8618 3442 30679
3960 8695 30691
3313 6015 30779
5242 9045 30779
5528 2723 30791
9511 388 30877
3112 9213 30888
1420 9882 30911
2863 1901 30954
2852 2596 30967
8114 4280 31009
935 4698 31019
9940 1426 31023
298 337 31059
2729 5282 31062
1139 4793 31063
6375 789 31094
3648 8166 31170
879 1095 31172
6644 6682 31274
9628 1418 31280
7888 5912 31308
4502 5967 31330
847 7903 31409
8612 7667 31440
6024 2704 31538
1854 2372 31603
6754 4856 31642
2339 2624 31673
9940 2883 31698
1189 7394 31735
9709 7723 31756
6504 4092 31765
7720 1054 31775
7374 8349 31777
5260 5138 31788
6843 3884 31829
1402 9830 31863
1856 1495 31871
2094 9340 31875
4009 2476 31936
2904 6053 32015
4882 3038 32028
6678 9279 32095
9064 2804 32166
1484 1476 32189
5626 2659 32201
4584 5956 32204
3935 2124 32232
8568 3603 32235
1678 9063 32251
7082 305 32251
145 201 32258
2305 1946 32327
3958 5223 32330
5871 201 32338
1687 7555 32351
4210 6725 32358
5514 2252 32380
9591 2108 32385
374 9512 32444
7793 2264 32518
2836 637 32536
5917 2254 32594
7180 3360 32595
7524 4192 32602
3952 1027 32626
350 152 32646
56 53 32752
7850 2152 32777
9859 8296 32839
3521 2442 32849
6211 2313 32874
1018 8448 32890
1492 5722 32943
4572 9862 32960
1887 3406 32986
2609 2885 32994
1904 2398 33018
3928 7245 33041
9144 6613 33043
1533 5389 33057
1547 6635 33154
5453 5853 33210
555 8387 33248
6952 309 33271
2226 1479 33274
6370 239 33324
7731 2794 33336
9627 2486 33439
1232 3287 33449
151 9142 33463
3557 1811 33464
9737 2091 33474
3309 2721 33544
6046 6073 33584
8237 456 33597
554 2640 33601
5568 9227 33602
4683 6415 33627
8581 64 33641
9916 5047 33649
477 255 33706
6061 1879 33785
5668 1395 33802
21 55 33816
497 3492 33942
1322 6288 33956
5284 3134 33956
7428 810 33996
7102 905 34024
6053 2979 34103
327 6566 34105
6887 7128 34150
4188 4186 34256
8527 4874 34283
7698 8783 34365
166 3732 34395
2777 4461 34434
5649 6648 34475
8948 7433 34560
7424 9629 34561
2368 1874 34608
231 2578 34644
6952 9315 34665
3093 3659 34753
7580 6176 34769
11 647 34776
9747 3032 34801
2723 5961 34858
830 7914 34933
4933 1744 34946
5295 4663 34948
9928 3002 35040
3389 8241 35053
3709 512 35063
8330 553 35073
671 8117 35199
7862 3384 35209
7811 45 35247
744 6146 35268
1892 115 35350
4443 4958 35363
6138 231 35371
154 8938 35432
8949 1966 35452
515 7350 35466
6779 866 35473
4207 7492 35591
3308 7292 35620
772 4056 35624
1643 2015 35642
8283 6272 35659
9304 2933 35698
4324 1828 35712
6225 8877 35735
6230 735 35777
9953 451 35800
4633 9874 35833
9470 3778 35923
7929 409 35969
5840 5988 36022
625 8441 36067
2945 4484 36102
6245 556 36157
4938 4470 36221
8849 1344 36228
6713 2533 36240
3015 462 36275
3708 5233 36340
7317 7548 36352
4793 2443 36379
87 725 36390
2736 2870 36445
514 1369 36505
7750 3510 36519
538 5295 36536
8970 7026 36613
2209 489 36621
1396 1278 36634
1701 9664 36640
6440 5663 36691
1992 6720 36708
481 1765 36751
5774 4485 36820
7994 6019 36856
9953 5998 36875
9312 6801 36952
181 5025 36957
5228 8832 37035
2634 3733 37054
9217 4668 37057
7309 4829 37080
272 1570 37106
7384 3646 37153
1347 9507 37164
7072 6148 37203
2194 6515 37211
5368 9222 37248
2005 5127 37257
2110 5067 37287
8054 3834 37316
7346 1303 37331
5346 1525 37336
2683 3163 37339
3930 9639 37346
5449 4787 37385
1128 9820 37414
236 6318 37481
4361 4798 37493
4083 4368 37501
4157 2106 37511
3647 5702 37517
3274 5677 37565
8493 2412 37614
6005 4183 37625
8503 8233 37649
493 9229 37671
2082 4509 37692
4673 1528 37702
7670 6914 37708
3174 238 37714
3671 8782 37715
8867 6002 37732
6846 3244 37733
2587 4214 37740
6561 9765 37743
748 7291 37777
1573 5979 37789
9069 4344 37822
1005 2058 37834
8807 7077 37863
191 9276 37864
1887 6654 37868
2468 3896 37887
8 4011 37897
7769 3037 37946
5279 9090 37958
6583 4120 37963
1094 1255 37998
9783 3788 38021
2766 460 38065
3733 6945 38100
315 8674 38203
5189 7453 38209
6668 8258 38240
8469 4184 38240
5920 1794 38267
1489 1136 38423
2762 2783 38437
1297 4697 38440
531 289 38459
8034 844 38470
304 6272 38475
5575 5562 38514
838 2804 38518
3249 7738 38676
5934 9105 38702
148 667 38703
9517 4973 38710
9056 3346 38725
1448 8776 38774
5876 8542 38788
5155 7324 38805
1114 3043 38869
6754 1922 38896
7436 7903 38900
372 6306 38902
3650 4761 38965
7692 4586 39003
4033 406 39087
1983 6166 39090
2955 1951 39112
33 1173 39132
4363 4942 39152
1583 8897 39223
7823 6088 39232
5621 3678 39252
1472 7131 39260
3542 5599 39270
3355 3908 39271
9812 2629 39407
3916 367 39417
5414 6073 39422
167 47 39482
7781 5132 39554
5808 779 39560
4736 7954 39661
8636 6812 39678
475 1547 39678
2924 4128 39680
7466 2316 39685
2739 2115 39705
2931 7269 39719
6881 2071 39724
3133 2768 39807
2385 6319 39842
700 384 39859
2002 8922 39913
3134 1973 39919
738 4989 39929
6689 7611 39961
3610 9644 39985
2940 2318 40014
7224 2604 40083
615 8204 40089
9847 1461 40257
6387 8952 40258
8524 8615 40271
114 891 40289
7855 4240 40289
7016 6674 40322
8291 3625 40334
4703 1521 40375
8329 8534 40434
1605 3830 40459
8285 5779 40507
7952 6520 40555
3867 7451 40558
9804 7587 40563
361 4114 40614
2053 992 40617
1907 2942 40692
5968 4894 40712
7709 8347 40756
8730 544 40759
9850 7037 40803
313 7036 40846
5810 5177 40929
7715 5212 41022
7625 7310 41022
1757 4938 41029
3917 2754 41035
7816 3022 41099
4782 7627 41103
4939 3559 41108
4539 9830 41127
158 1055 41147
4073 5598 41214
2929 3876 41229
4671 310 41254
6956 6739 41280
120 6767 41314
105 8407 41356
3989 4777 41360
1022 6717 41433
8074 1850 41478
5770 6235 41495
5750 5882 41530
1558 7418 41602
318 6037 41609
369 7988 41612
359 1454 41658
2665 8629 41663
1216 237 41677
9383 2931 41826
3464 1623 41856
3783 699 41896
1287 1647 41938
6740 6082 41939
1251 1947 41975
8654 4346 42093
8125 6248 42149
258 5351 42211
8350 5980 42251
5297 2990 42265
2257 4472 42290
2352 7162 42305
9618 5034 42323
676 6726 42352
2145 980 42360
2946 3552 42430
251 8639 42457
646 201 42493
3159 4616 42495
758 7994 42514
819 942 42576
7673 3783 42581
8859 3061 42582
2721 1667 42648
8461 7347 42662
410 2780 42696
3656 513 42791
447 3143 42813
7893 414 42827
2193 8233 42849
1920 817 42952
48 5111 42994
561 2006 43016
1958 3174 43130
7656 5608 43132
2629 5311 43135
8932 758 43146
6178 5657 43198
25 328 43198
625 2372 43238
2742 699 43243
6515 6436 43254
5955 3998 43268
1599 2045 43281
7585 8823 43326
2091 5308 43382
8784 4949 43400
1297 867 43416
1033 595 43455
1338 363 43509
4075 9919 43576
5715 7812 43643
9473 8698 43645
5450 5696 43749
796 1428 43780
4200 3100 43789
6888 5221 43803
1120 3333 43820
6476 7580 43953
8748 4826 43992
9652 6364 44056
9707 1578 44059
8076 562 44076
8976 9433 44127
5716 5018 44146
2840 2911 44160
285 2159 44174
4294 4866 44175
9501 9369 44203
617 6675 44226
2585 1504 44254
2295 864 44266
2018 5117 44272
4590 9624 44286
556 4454 44287
524 512 44301
8305 3030 44309
5109 6336 44337
1335 6718 44355
3169 1905 44447
6174 9798 44468
6562 7670 44502
8007 1305 44571
5836 8092 44600
2270 2732 44605
4087 8610 44847
3811 7345 44857
7190 4051 44892
8750 4163 44916
3640 4904 44916
7428 1957 44989
8026 2214 45044
9180 394 45057
8604 8239 45116
2645 1048 45132
3117 8191 45162
1603 3230 45226
2194 8545 45234
4170 1115 45242
1878 2047 45303
194 4232 45317
9904 1935 45327
3929 4764 45360
6675 6313 45380
4416 1882 45394
2827 7217 45432
1595 246 45485
4443 2459 45554
9703 1691 45575
9293 9620 45703
8806 4238 45706
1995 9218 45715
3049 3499 45751
3088 1785 45783
6988 1622 45832
8044 7959 45869
6804 5208 45948
9925 4814 45954
4504 4801 45965
2500 3616 45981
8110 9985 46022
1173 5567 46052
7900 5050 46090
5115 9157 46108
6711 3828 46143
9213 8418 46179
3175 8678 46180
5919 9522 46217
3713 7454 46224
6437 826 46259
1388 3217 46264
1061 4117 46322
8198 5124 46335
5916 7477 46359
461 6454 46389
9750 3439 46439
6005 367 46440
1673 5346 46458
6002 6715 46540
1977 8833 46546
2833 198 46577
5621 1867 46604
1036 653 46668
828 293 46704
2577 7287 46758
8309 7805 46766
1666 196 46777
5737 5087 46780
863 7396 46789
6636 216 46795
6917 4910 46803
7993 4494 46805
8484 235 46835
2814 624 46852
3865 1499 46899
9330 548 46951
504 7788 46988
9125 9490 47039
8212 75 47073
7152 7735 47139
6877 7713 47160
330 216 47171
6377 9767 47191
7774 1643 47204
475 4554 47241
6537 6105 47262
2162 66 47267
6737 8053 47267
1644 2490 47268
6206 5034 47297
6267 2791 47348
430 70 47426
8271 3453 47432
9853 5769 47459
4553 4177 47477
7755 7452 47483
5360 954 47490
7221 4959 47502
1094 698 47507
3182 1710 47539
8924 3433 47561
6269 9309 47568
4031 2396 47578
3377 1557 47593
9776 9856 47618
9901 7943 47623
2676 9322 47704
3319 1137 47767
4123 7082 47768
525 6049 47779
3090 9972 47821
3293 1605 47944
2557 9807 47952
7333 2396 47955
8218 2522 48092
9939 5441 48105
4923 4130 48133
2485 619 48138
2248 1354 48211
8434 741 48277
1946 8116 48289
838 8790 48338
707 2879 48420
5717 6868 48434
2850 3017 48461
8389 2734 48478
2546 1664 48506
150 349 48618
6305 4266 48618
224 7708 48632
321 384 48683
5785 5216 48772
8239 2435 48882
654 631 48900
8622 4801 48973
7206 5291 49000
647 3273 49034
3353 3505 49045
71 3928 49090
5182 8787 49192
1990 1421 49196
2078 1044 49210
4905 1985 49220
5223 4599 49235
7028 9657 49266
1461 880 49271
1928 9177 49283
1584 2513 49289
3210 4187 49300
8424 4769 49329
6689 8567 49435
7197 244 49490
3550 1618 49526
5924 1947 49580
3332 4047 49599
5392 2016 49601
56 5806 49638
5492 4036 49654
8884 8364 49670
7601 4736 49687
1058 1489 49693
6824 8241 49746
1525 7427 49767
2602 6459 49796
7871 41 49825
3385 4019 49868
8055 4012 49871
3951 3785 49872
5073 214 49881
1561 4463 49918
1706 9864 49930
93 7758 49967
7710 7548 50136
3687 3137 50150
5552 4593 50171
413 7511 50174
5531 5214 50201
3599 8644 50206
670 3122 50290
5497 1764 50391
533 552 50420
2021 6813 50422
1467 2876 50431
9132 632 50474
2504 5203 50488
7562 1826 50507
2624 1775 50517
4119 4594 50521
7263 3617 50531
856 647 50538
2010 3116 50616
4544 5241 50668
8996 6139 50684
3606 2237 50723
9945 8291 50729
2336 1076 50730
2784 9072 50741
3087 1898 50745
6630 8154 50808
7824 7751 50869
3629 2265 50873
1156 27 50908
7469 696 50926
6552 3958 50949
8574 9324 50963
1919 1631 50991
8892 4439 51041
5418 4847 51054
4638 7066 51055
8480 360 51060
5175 1127 51075
278 3595 51129
5023 1674 51168
6818 5410 51221
4547 1209 51265
6831 1215 51290
643 6033 51293
259 6494 51308
1786 1713 51374
1310 683 51430
4537 7622 51502
2220 8544 51517
5893 1596 51580
730 3646 51581
2858 1489 51620
6034 8065 51658
1876 2350 51768
1205 417 51783
42 8165 51787
7462 1512 51798
1373 4935 51827
1331 7575 51857
491 591 51858
662 7103 51927
5253 7145 51934
5751 2151 51990
6279 6934 51994
1781 1469 52021
1612 7222 52033
4397 423 52050
7641 5057 52065
8206 3748 52065
